CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10196,879.42,0.89,678.68,388.28,222.83,126.4,0.15,0.25,0.94,0.12,0,33,3988.16,487.66,179.83,0.83,12
C10197,2763.25,0.21,82.52,39.07,11.29,2468.82,0.99,0.92,0.54,0.38,18,35,4346.23,2152.85,444.0,0.11,9
C10198,464.58,0.95,98.5,42.02,13.64,208.61,0.41,0.78,0.76,0.09,19,37,2431.85,535.73,35.12,0.06,11
C10199,352.46,0.59,115.58,61.99,20.53,113.37,0.73,0.95,0.98,0.1,2,7,1793.2,415.02,55.88,0.12,10
C10200,4480.77,0.3,4430.77,3029.04,825.9,64.49,0.18,0.39,0.26,0.06,1,37,10942.61,3788.35,444.7,0.08,11
C10201,2752.84,0.68,132.63,62.81,19.97,2455.68,0.93,0.66,0.58,0.85,2,33,8474.26,2825.36,473.02,0.02,10
C10202,1058.22,0.75,680.42,385.19,100.23,169.55,0.08,0.45,0.34,0.1,5,49,3550.67,927.81,58.37,0.47,12
C10203,305.31,0.82,101.55,48.44,45.86,0.0,0.96,0.91,0.08,0.09,8,5,1881.04,176.9,52.16,0.19,12
C10204,270.24,0.76,66.69,44.88,21.46,34.06,0.73,0.32,0.79,0.08,15,30,1489.11,258.68,39.0,0.1,10
C10205,213.83,0.64,53.21,21.6,18.56,90.47,0.23,0.33,0.01,0.0,18,55,1502.04,128.9,11.41,0.29,9
C10206,537.69,0.27,59.19,28.61,12.73,89.55,0.18,0.37,0.87,0.15,17,49,1078.82,515.83,110.6,0.24,10
C10207,5040.93,0.89,3452.03,1717.25,421.82,300.42,0.84,0.5,0.79,0.19,18,17,4984.39,3368.9,646.5,0.27,12
C10208,405.96,0.99,5.15,3.05,2.51,72.99,0.04,0.89,0.64,0.03,1,43,1893.59,277.81,79.4,0.14,12
C10209,1845.7,0.82,568.93,334.83,69.19,179.22,0.11,0.21,0.59,0.06,19,23,4581.64,1794.85,501.07,0.63,12
C10210,4997.77,0.23,2633.38,1568.91,1129.85,244.93,0.67,0.65,0.85,0.17,13,47,8643.74,4125.45,1329.92,0.21,12
C10211,1467.93,0.8,902.64,535.43,330.4,153.65,0.08,0.31,0.06,0.14,2,38,3307.45,1587.08,258.2,0.33,12
C10212,129.89,0.42,72.97,35.6,19.19,46.09,0.54,0.08,0.74,0.06,19,28,1406.94,126.8,21.8,0.2,12
C10213,3409.3,0.97,3535.36,1280.6,1409.33,0.0,0.57,0.95,0.18,0.13,14,1,10823.05,2408.67,625.02,0.13,12
C10214,3507.06,0.25,3190.71,2068.14,1295.09,159.63,0.02,0.79,0.02,0.18,15,45,8918.45,3661.31,517.57,0.04,12
C10215,3319.34,0.27,3439.37,1478.7,1552.24,231.6,0.38,0.95,0.31,0.04,12,32,11786.87,1809.95,410.85,0.24,12
C10216,192.07,0.35,85.66,29.48,27.24,143.68,0.03,0.4,0.33,0.14,15,31,856.68,194.83,17.17,0.12,11
C10217,251.05,0.8,58.81,20.67,10.91,198.68,0.97,0.76,0.19,0.16,0,42,2249.89,193.25,69.99,0.18,8
C10218,1977.66,0.72,190.72,94.96,62.75,1592.07,0.22,0.65,0.71,0.31,11,54,5635.09,1407.06,129.36,0.11,12
C10219,1884.44,0.78,584.19,274.79,81.63,166.99,0.69,0.62,0.56,0.19,13,12,4117.15,1631.67,256.81,0.48,11
C10220,114.33,0.48,64.19,36.29,16.08,11.95,0.67,0.04,0.92,0.19,17,54,1421.83,129.76,10.47,0.19,12
C10221,892.88,0.9,736.42,401.16,253.44,104.08,0.77,0.07,0.76,0.15,13,9,3272.48,606.91,58.16,0.4,12
C10222,4406.18,0.56,3077.99,1055.64,617.92,209.62,0.34,0.2,0.83,0.1,4,38,8369.81,5285.53,410.6,0.04,12
C10223,1030.07,0.31,225.31,94.34,100.5,2187.4,0.18,0.75,0.9,0.86,13,29,4348.18,939.64,168.92,0.07,10
C10224,575.46,0.81,76.72,50.52,37.62,220.46,0.53,0.8,0.81,0.13,4,45,1517.81,389.29,109.19,0.05,12
C10225,3343.16,0.62,59.97,36.38,7.82,1681.08,0.69,0.65,0.12,0.35,4,32,3194.88,3288.9,914.66,0.17,10
C10226,57.96,0.67,45.2,29.3,8.24,126.75,0.76,0.19,0.19,0.06,12,34,1525.67,58.82,12.81,0.12,9
C10227,423.47,0.51,1078.04,332.89,311.77,71.94,0.05,0.78,0.4,0.02,6,26,2685.55,369.3,106.08,0.56,11
C10228,1047.54,0.77,814.54,541.53,93.82,112.76,0.75,0.11,0.33,0.07,6,39,4931.42,619.52,197.28,0.57,8
C10229,281.23,0.23,43.75,28.19,6.0,117.0,0.11,0.89,0.89,0.15,11,17,1159.52,301.08,28.21,0.23,11
C10230,117.99,0.59,74.32,35.74,34.21,0.0,0.52,0.38,0.52,0.18,3,17,1188.31,125.92,30.97,0.02,12
C10231,1291.67,0.54,989.84,563.65,117.01,64.67,0.56,0.73,0.88,0.07,2,24,3859.16,1337.74,217.81,0.3,12
C10232,2242.68,0.8,99.95,40.86,19.89,2413.68,0.13,0.17,0.39,0.38,8,12,2705.18,2307.71,544.55,0.14,12
C10233,1885.75,0.41,1047.43,590.16,282.23,67.43,0.96,0.31,0.91,0.12,3,18,2693.63,1446.24,97.28,0.4,10
C10234,3985.17,0.39,131.77,81.64,14.26,426.98,0.64,0.5,0.07,0.82,14,4,5861.43,3367.11,643.25,0.04,12
C10235,4580.88,0.46,3152.8,1555.66,1337.53,180.95,0.22,0.5,0.45,0.14,13,14,6152.42,4411.49,617.14,0.21,12
C10236,1541.98,0.58,1026.64,319.6,443.51,181.87,0.05,0.1,0.9,0.03,18,24,4663.4,949.84,191.67,0.45,6
C10237,3200.68,0.37,3128.54,1459.58,806.75,144.82,0.78,0.55,0.45,0.01,3,28,11371.8,2954.1,700.03,0.19,12
C10238,216.2,0.75,0.0,0.0,0.0,0.0,0.84,0.08,0.73,0.07,14,37,2083.45,124.78,55.38,0.11,12
C10239,465.9,0.47,28.96,16.84,13.23,92.15,0.09,0.92,0.36,0.19,0,23,2588.26,509.45,123.92,0.16,12
C10240,2514.95,0.54,3974.97,1965.71,1476.39,0.0,0.26,0.42,0.83,0.19,12,37,8990.26,1468.43,629.2,0.14,11
C10241,3855.75,0.65,4283.71,2974.11,1326.0,88.22,0.64,0.44,0.63,0.13,3,26,6061.96,4012.65,975.18,0.29,12
C10242,106.04,0.5,0.0,0.0,0.0,151.79,0.42,0.58,0.81,0.12,14,26,1908.61,69.5,27.44,0.1,12
C10243,900.53,0.76,925.61,336.29,292.22,179.37,0.34,0.78,0.54,0.13,1,0,889.03,1035.48,201.17,0.77,12
C10244,1254.68,0.72,447.83,180.62,89.48,137.83,0.42,0.07,0.64,0.09,0,46,2891.91,1205.21,301.1,0.5,12
C10245,1933.63,0.81,87.7,54.5,24.54,1073.76,0.51,0.7,0.53,0.77,5,41,4642.03,1550.39,203.59,0.15,12
C10246,867.45,0.62,913.07,552.53,341.82,120.78,0.18,0.91,0.57,0.0,7,3,,460.22,250.96,0.62,8
C10247,1258.07,0.49,1439.7,876.93,380.86,81.32,0.39,0.44,0.69,0.0,15,2,3267.24,1163.74,221.15,0.33,12
C10248,1122.74,0.36,361.5,235.64,135.19,169.89,0.07,0.01,0.12,0.19,3,44,2040.24,858.47,129.89,0.32,12
C10249,1174.8,0.55,815.73,389.24,322.62,172.52,0.01,0.25,0.77,0.15,15,12,4445.37,1243.88,192.24,0.84,12
C10250,3764.52,0.9,2778.11,1187.45,1115.37,58.07,0.98,0.94,0.36,0.14,9,53,8426.09,3971.21,963.03,0.12,7
C10251,2506.19,0.3,177.71,95.99,58.23,3203.16,0.05,0.12,0.01,0.68,1,48,5887.55,2458.38,559.19,0.17,12
C10252,890.26,0.37,848.6,393.71,147.45,76.45,0.04,0.01,0.64,0.12,19,24,1517.73,612.03,78.48,0.75,9
C10253,162.56,0.73,83.97,42.79,31.93,0.0,0.89,0.94,0.61,0.13,11,59,1105.75,100.96,25.96,0.02,12
C10254,490.34,0.66,32.26,11.49,13.8,135.21,0.98,0.86,0.73,0.16,17,31,1512.44,415.78,117.09,0.12,12
C10255,4632.31,0.93,2394.64,1098.07,329.78,0.0,0.84,0.46,1.0,0.03,1,59,10808.98,3782.97,1035.29,0.08,9
C10256,4783.67,0.22,2028.65,992.12,929.91,126.26,0.14,0.01,0.46,0.04,9,3,7198.08,4645.24,465.9,0.05,9
C10257,388.77,0.9,114.89,38.48,54.75,0.0,0.64,0.58,0.97,0.11,3,35,698.48,339.38,91.64,0.2,11
C10258,149.26,0.78,29.16,20.34,10.71,42.43,0.7,0.82,0.58,0.02,10,49,1715.02,126.34,32.64,0.05,10
C10259,1504.46,0.82,663.7,209.14,95.86,65.31,0.77,0.29,0.36,0.13,15,15,4084.71,1258.57,167.14,0.65,6
C10260,361.25,0.5,32.75,21.87,11.84,196.14,0.11,0.17,0.68,0.17,16,49,979.19,308.14,45.84,0.12,12
C10261,4009.02,0.45,3518.23,1168.33,852.92,57.32,0.39,0.9,0.2,0.17,19,50,8081.85,4452.07,620.8,0.29,9
C10262,135.0,0.21,102.78,66.16,22.76,14.0,0.28,0.77,0.97,0.06,5,46,945.01,83.65,29.49,0.27,12
C10263,425.51,0.83,47.07,24.44,5.4,129.15,0.65,0.45,0.44,0.04,5,39,1628.63,218.35,122.49,0.0,11
C10264,2229.49,0.33,277.89,105.19,108.36,2874.61,0.34,0.91,0.01,0.55,15,5,5466.45,1460.97,665.92,0.24,12
C10265,111.93,0.38,0.0,0.0,0.0,163.24,0.51,0.61,0.66,0.18,15,59,1553.47,80.27,24.88,0.05,12
C10266,207.13,0.42,31.7,13.97,8.88,19.05,0.63,0.94,0.12,0.06,6,52,1949.27,192.36,31.71,0.14,11
C10267,164.44,0.9,67.15,41.47,17.15,116.87,0.87,0.1,0.09,0.18,6,32,1878.67,179.21,11.04,0.24,12
C10268,566.45,0.43,0.0,0.0,0.0,297.57,0.92,0.44,0.02,0.18,3,23,1853.92,565.96,112.3,0.09,12
C10269,435.9,0.54,28.44,11.29,8.0,80.86,0.69,0.68,0.88,0.07,15,31,1790.08,522.56,74.29,0.22,8
C10270,236.87,0.8,33.18,19.15,9.66,114.94,0.16,0.41,0.03,0.07,2,59,863.63,118.55,51.56,0.07,11
C10271,386.43,0.91,52.66,28.73,7.32,0.0,0.89,0.35,0.54,0.19,11,2,2067.26,244.64,112.5,0.26,12
C10272,96.57,0.83,109.18,51.13,27.53,31.76,0.2,0.7,0.49,0.15,7,28,969.86,54.17,8.86,0.13,11
C10273,934.86,0.63,619.96,201.0,77.88,136.78,0.05,0.61,0.91,0.12,10,11,2368.86,901.68,133.36,0.55,8
C10274,4221.83,0.2,3736.62,1955.74,1533.4,73.61,0.44,0.28,0.91,0.19,18,48,8161.14,3372.72,819.19,0.02,10
C10275,1204.11,0.33,776.93,304.31,239.99,149.15,0.68,0.44,0.92,0.17,16,40,2424.64,864.44,165.78,0.48,12
C10276,285.38,0.4,32.67,17.8,13.72,134.0,0.15,0.71,0.4,0.01,18,54,1257.64,205.15,26.83,0.2,12
C10277,1160.06,0.53,1227.62,503.09,333.58,0.0,0.3,0.63,0.47,0.1,13,59,4383.91,1305.17,231.59,0.82,10
C10278,3485.43,0.49,116.12,80.37,18.72,2019.73,0.08,0.45,0.83,0.58,8,6,6318.79,1926.94,208.59,0.15,12
C10279,3360.53,0.61,84.48,45.3,18.57,1459.42,0.62,0.26,0.12,0.85,19,28,6486.68,2417.5,484.79,0.12,10
C10280,255.58,0.53,53.11,28.07,10.28,38.81,0.71,0.11,0.11,0.01,11,55,1498.77,217.22,74.93,0.19,12
C10281,236.06,0.78,86.83,55.11,23.96,118.36,0.52,0.84,0.92,0.17,7,1,942.94,186.04,40.02,0.01,12
C10282,334.79,0.24,66.16,46.13,27.49,225.36,0.44,0.82,0.03,0.16,17,52,1837.17,328.52,25.24,0.07,11
C10283,361.62,1.0,93.08,56.94,13.65,19.69,0.85,0.61,0.38,0.03,19,23,1136.64,334.59,93.51,0.08,7
C10284,987.73,0.87,1060.88,570.28,275.87,111.81,0.42,0.57,0.19,0.04,9,32,3068.35,1047.32,93.6,0.44,12
C10285,1654.33,0.47,721.08,465.39,98.58,112.48,0.44,0.14,0.08,0.17,16,7,3130.49,1804.74,186.46,0.32,12
C10286,150.16,0.52,65.05,24.23,16.69,152.59,0.58,0.45,0.97,0.04,9,20,2145.77,117.12,43.64,0.01,12
C10287,1006.14,0.97,899.48,544.81,299.53,194.72,0.7,0.48,0.17,0.03,9,57,2766.92,1113.05,245.27,0.66,11
C10288,1690.61,0.95,643.23,367.9,82.07,67.67,0.78,0.46,0.43,0.18,10,55,3837.72,1593.43,220.59,0.31,7
C10289,322.86,0.51,149.93,78.76,18.99,180.95,0.04,0.24,0.26,0.16,10,8,1914.53,355.88,68.39,0.02,7
C10290,3503.59,0.25,1387.54,897.33,544.2,206.43,0.85,0.12,0.49,0.08,17,33,8287.52,2893.12,602.41,0.13,12
C10291,333.65,0.99,35.96,21.0,9.46,242.72,0.45,0.93,0.77,0.13,18,7,1192.49,172.8,91.13,0.28,12
C10292,2850.57,0.72,184.18,108.06,44.3,2371.82,0.91,0.56,0.66,0.63,15,59,4943.07,2738.2,541.82,0.24,11
C10293,496.34,0.75,2.71,1.8,1.02,112.59,0.54,0.86,0.57,0.05,11,27,619.01,583.8,106.81,0.18,12
C10294,4932.54,0.42,4104.59,2379.7,549.63,62.03,0.48,0.67,0.51,0.2,2,15,9082.22,5678.34,430.53,0.23,12
C10295,2312.6,0.85,293.54,118.05,130.3,1659.01,0.2,0.82,0.13,0.9,6,32,4178.81,1402.43,260.09,0.15,12
C10296,2196.6,0.65,266.87,99.66,109.46,1634.13,0.47,0.22,0.4,0.6,2,12,6931.29,1851.04,124.41,0.24,12
C10297,4540.12,0.58,5163.9,2609.21,1321.23,108.99,0.49,0.11,0.91,0.08,0,43,9393.43,5043.91,894.68,0.25,12
C10298,2094.99,0.79,4408.98,1736.98,1267.51,91.24,0.89,0.61,0.82,0.1,12,20,9139.49,1658.33,399.37,0.1,12
C10299,1287.78,0.5,637.92,369.9,165.28,147.82,0.89,0.55,0.06,0.06,5,22,2633.74,1110.98,163.49,0.66,10
C10300,3054.04,0.54,3842.7,2448.12,1591.23,0.0,0.49,0.1,0.84,0.09,1,45,10440.12,3659.71,329.94,0.07,12
C10301,386.06,0.72,110.84,46.19,12.37,85.44,0.87,0.61,0.83,0.13,4,53,1488.69,323.46,63.03,0.21,12
C10302,1204.94,0.71,1004.69,668.51,370.29,259.58,0.85,0.18,0.8,0.16,1,12,4479.18,762.75,91.51,0.49,12
C10303,754.24,0.98,1466.34,877.99,324.09,179.65,0.95,0.11,0.81,0.16,2,35,2866.56,397.54,198.55,0.56,12
C10304,2241.38,0.65,84.05,58.43,34.61,2795.91,0.36,0.99,0.98,0.77,9,18,5524.85,1844.56,578.21,0.29,11
C10305,974.76,0.46,1060.13,402.3,523.24,131.25,0.21,0.56,0.06,0.11,13,2,4695.23,838.51,194.01,0.85,12
C10306,1390.85,0.43,907.33,439.71,191.98,70.77,0.94,0.33,0.38,0.07,15,15,2936.59,1591.07,383.03,0.84,10
C10307,1071.19,0.63,907.22,504.52,252.52,0.0,0.58,0.1,0.97,0.12,7,2,2088.89,1129.45,217.85,0.78,12
C10308,319.49,0.3,95.93,58.05,30.6,136.57,0.47,0.92,0.55,0.18,14,46,1759.68,173.81,55.19,0.29,12
C10309,305.34,0.67,100.05,66.51,32.06,0.0,0.41,0.94,0.68,0.16,1,28,2255.09,327.26,61.07,0.21,12
C10310,741.21,0.51,1000.54,656.86,162.72,73.96,0.08,0.26,0.36,0.07,2,32,4184.56,406.68,52.89,0.35,11
C10311,1371.52,0.48,813.38,320.84,271.1,99.71,0.2,0.44,0.21,0.15,6,26,2813.75,699.25,143.15,0.34,11
C10312,123.07,0.35,97.89,45.91,38.13,64.22,0.29,0.65,0.98,0.02,12,16,1275.98,108.66,,0.15,12
C10313,1168.32,0.6,1204.25,707.28,575.16,273.71,0.55,0.11,0.36,0.03,2,27,4105.71,1017.44,91.2,0.61,11
C10314,1118.94,0.23,929.7,328.12,362.73,245.95,0.52,0.54,0.56,0.05,0,9,4684.33,807.33,282.42,0.47,12
C10315,372.14,0.69,130.71,89.38,44.62,182.62,0.54,0.22,0.24,0.08,11,3,1193.32,306.04,34.44,0.15,12
C10316,388.61,0.43,1302.02,779.62,251.68,25.97,0.08,0.23,0.97,0.1,8,9,3998.81,444.67,60.08,0.89,12
C10317,4505.02,0.92,3020.96,1907.84,420.42,253.71,0.01,0.6,0.26,0.08,8,3,9200.52,4385.51,771.0,0.16,12
C10318,392.12,0.62,54.69,36.26,19.35,149.52,0.46,0.31,0.91,0.13,8,33,1676.91,290.05,35.09,0.2,12
C10319,2775.61,0.82,379.44,140.84,132.83,1657.22,0.19,0.55,0.29,0.7,18,3,5427.17,3202.4,306.82,0.02,9
C10320,2229.17,0.88,192.15,90.09,83.73,2081.45,0.89,0.26,0.95,0.6,2,23,6637.49,1368.89,381.41,0.14,12
C10321,1497.44,0.9,723.58,405.69,201.47,176.69,0.43,0.49,0.37,0.05,12,44,3044.17,932.35,114.85,0.38,12
C10322,252.85,0.9,35.1,22.08,5.93,52.09,0.35,0.93,0.87,0.07,15,34,1814.89,167.67,24.47,0.27,12
C10323,1589.99,0.38,1294.17,770.29,245.75,111.24,0.54,0.48,0.6,0.1,15,36,3273.27,1053.75,88.72,0.5,9
C10324,2412.69,0.44,4440.06,1547.86,1290.1,125.32,0.63,0.5,0.11,0.03,1,17,7191.57,1326.24,426.11,0.19,12
C10325,4988.2,0.77,3192.23,1782.12,717.68,11.93,0.08,0.49,0.3,0.08,6,8,10145.55,3575.35,1274.84,0.14,12
C10326,4010.68,0.63,2720.43,1136.11,468.21,78.39,0.74,0.86,0.76,0.15,19,9,11561.69,3545.67,1013.51,0.24,12
C10327,1448.98,0.69,917.1,424.25,131.27,17.96,0.14,0.68,0.67,0.06,15,25,3596.66,950.45,201.01,0.75,12
C10328,738.16,0.74,1419.15,990.13,375.99,169.49,0.39,0.03,0.36,0.15,18,53,4426.91,424.28,163.77,0.4,12
C10329,408.67,0.29,0.0,0.0,0.0,27.36,0.36,0.12,0.2,0.05,14,56,1264.37,390.41,121.57,0.01,12
C10330,4290.41,0.33,3643.92,1245.32,1771.35,123.34,0.57,0.58,0.83,0.15,1,8,8569.62,3406.55,668.67,0.21,11
C10331,149.06,0.71,84.37,39.12,37.34,0.0,0.69,0.76,0.62,0.04,19,4,838.22,142.7,41.51,0.19,12
C10332,5821.94,0.7,3944.8,2546.96,684.01,9.33,0.8,0.12,0.68,0.19,16,27,5577.77,3921.82,1424.26,0.17,9
C10333,2408.72,0.85,54.84,20.01,22.01,1614.41,0.53,0.5,0.48,0.87,13,11,7637.22,2479.21,226.92,0.13,12
C10334,370.34,0.76,8.41,2.79,2.46,76.83,0.16,0.64,0.35,0.2,0,8,1349.54,437.35,59.65,0.22,12
C10335,981.42,0.37,703.19,328.77,330.81,114.43,0.7,0.4,0.38,0.05,18,23,3495.66,670.18,277.45,0.63,12
C10336,534.87,0.26,79.49,43.95,27.29,129.18,0.48,0.69,0.03,0.14,17,57,1900.66,506.82,49.15,0.12,11
C10337,4962.16,0.51,4397.11,1591.21,798.5,0.0,0.59,0.34,0.94,0.06,17,14,9565.48,5138.52,319.61,0.1,12
C10338,326.79,0.5,30.91,19.22,5.51,86.51,0.44,0.62,0.37,0.02,5,5,2013.7,287.67,38.17,0.29,12
C10339,2552.34,0.81,161.09,102.84,78.44,2841.02,0.42,0.77,0.48,0.33,18,9,6082.96,1796.33,130.72,0.12,12
C10340,168.91,0.74,23.01,11.71,10.75,142.73,0.7,0.96,0.36,0.03,0,37,1813.06,109.81,13.81,0.06,12
C10341,2317.01,0.9,107.69,33.62,31.57,1804.0,0.52,0.64,0.36,0.78,11,58,4953.42,2207.21,362.77,0.29,11
C10342,3400.0,0.6,2478.55,1255.24,806.96,93.53,0.87,0.35,0.69,0.12,15,57,10004.68,2842.14,819.77,0.21,12
C10343,1592.09,0.43,918.2,354.13,292.76,40.4,0.74,0.72,0.67,0.1,4,45,3941.61,1729.18,164.67,0.3,12
C10344,3755.1,0.6,3283.07,1570.75,1330.93,237.97,0.48,0.8,0.81,0.13,19,31,9108.89,2112.43,985.39,0.23,12
C10345,3607.82,0.37,4095.99,2473.55,1186.99,0.0,0.21,0.41,0.07,0.02,11,43,9433.31,1886.55,1071.43,0.07,12
C10346,3267.3,0.25,305.18,98.2,45.49,1935.28,0.02,0.36,0.87,0.5,3,3,5315.44,2481.83,542.52,0.17,11
C10347,384.96,0.6,0.0,0.0,0.0,108.61,0.21,0.15,0.96,0.16,18,55,1763.0,320.31,114.73,0.08,11
C10348,768.17,0.53,1381.62,488.24,452.22,79.89,0.28,0.68,0.99,0.05,2,47,2338.26,727.99,149.37,0.63,11
C10349,90.45,0.23,0.0,0.0,0.0,38.89,0.12,0.44,0.13,0.16,19,11,1184.87,52.45,5.88,0.04,8
C10350,2039.0,0.78,1408.26,569.17,599.1,0.0,0.67,0.13,0.49,0.05,19,17,1912.93,1857.75,158.31,0.56,12
C10351,87.97,0.72,8.17,3.77,3.92,44.68,0.33,0.56,0.94,0.09,18,53,1715.26,94.05,15.68,0.07,12
C10352,1061.54,0.26,955.4,584.59,188.02,23.25,0.03,0.99,0.76,0.16,6,32,3940.28,1206.63,297.71,0.48,11
C10353,1705.91,0.77,781.89,244.05,356.28,234.34,0.44,0.05,0.06,0.14,8,58,4570.72,1927.39,127.3,0.34,7
C10354,621.22,0.27,941.84,414.78,363.82,281.18,0.78,0.52,0.87,0.1,15,23,5614.47,536.07,119.85,0.51,11
C10355,1426.67,0.61,1266.71,850.95,424.07,95.94,0.34,0.94,0.84,0.07,16,35,3114.57,1611.39,360.59,0.58,12
C10356,4223.39,0.7,2911.36,1544.63,442.98,0.0,0.9,0.96,0.78,0.11,4,0,6596.65,3701.07,1249.17,0.0,12
C10357,5095.03,0.6,3266.44,2060.16,863.58,159.04,0.85,0.34,0.41,0.1,9,54,6714.63,2809.15,1411.32,0.27,12
C10358,1420.11,0.8,698.93,344.86,348.17,21.51,0.89,0.17,0.63,0.19,7,50,5182.97,1677.95,108.65,0.31,10
C10359,1904.36,0.51,653.15,221.35,234.7,56.07,0.67,0.42,0.72,0.17,13,48,4879.47,955.65,131.78,0.43,12
C10360,2463.17,0.37,279.44,104.73,94.08,2782.98,0.81,0.32,0.4,0.64,15,45,3993.78,1724.36,249.56,0.02,12
C10361,371.94,0.59,35.01,21.12,4.0,59.96,0.39,0.48,0.78,0.08,8,19,1244.25,198.05,44.62,0.17,12
C10362,0.0,0.47,42.45,27.41,9.69,71.62,0.69,0.6,0.27,0.12,17,2,1146.7,0.0,0.0,0.09,12
C10363,602.31,0.32,48.75,23.74,14.39,0.0,0.22,0.77,0.18,0.14,6,19,1123.07,540.39,127.27,0.15,12
C10364,3783.68,0.58,3861.58,1919.14,1377.29,43.84,0.2,0.63,0.86,0.04,15,40,9090.69,3581.45,1080.45,0.17,9
C10365,651.29,0.36,791.15,379.79,350.36,181.6,0.94,0.89,0.34,0.17,8,40,3096.13,389.64,100.76,0.87,12
C10366,5006.22,0.58,3186.53,979.37,902.51,97.32,0.55,0.74,0.06,0.13,2,51,10457.45,2564.17,763.61,0.22,12
C10367,4912.2,0.67,4248.4,1436.83,891.24,110.03,0.07,0.52,0.83,0.01,6,33,10093.19,3369.66,588.99,0.26,12
C10368,401.21,0.83,61.97,43.18,13.17,0.0,0.2,0.12,0.8,0.01,16,20,909.53,215.07,63.94,0.18,12
C10369,1846.74,0.88,215.52,68.28,33.43,1415.66,0.46,0.8,0.8,0.32,8,23,4296.03,968.98,457.49,0.03,12
C10370,4413.36,0.73,2433.08,1069.55,384.95,45.16,0.85,0.71,0.34,0.15,15,58,7927.38,3022.11,989.36,0.04,12
C10371,267.18,0.91,16.24,9.36,3.61,189.92,0.9,0.34,0.6,0.06,13,2,1566.53,320.4,66.11,0.18,9
C10372,1025.84,0.65,1478.5,694.79,601.21,112.34,0.11,0.23,0.01,0.03,8,39,4332.42,1089.82,264.33,0.73,11
C10373,183.75,0.77,50.88,35.26,13.5,55.04,0.06,0.66,0.0,0.04,4,1,1800.23,138.41,9.38,0.23,11
C10374,429.66,0.82,87.95,27.54,39.03,0.0,0.12,0.08,0.26,0.08,14,27,565.42,327.94,46.97,0.16,9
C10375,121.74,0.86,115.85,75.28,55.57,273.99,0.67,0.79,0.53,0.13,13,5,947.39,140.11,26.0,0.18,12
C10376,1665.68,0.8,206.21,72.98,26.84,1395.22,0.53,0.23,0.6,0.78,6,13,3132.95,1604.69,269.1,0.29,11
C10377,1100.63,0.92,955.94,365.1,367.4,169.05,0.74,0.59,0.13,0.16,1,24,3798.37,1195.15,87.35,0.41,10
C10378,486.51,0.58,1064.19,544.15,142.72,245.51,0.59,0.3,0.87,0.05,7,19,1125.14,537.65,32.21,0.69,7
C10379,3606.77,0.96,3625.87,2351.68,466.62,117.93,0.1,0.48,0.96,0.16,0,1,9985.01,2230.8,1030.95,0.29,7
C10380,465.72,0.52,494.35,230.19,103.97,208.19,0.26,0.8,0.12,0.18,15,47,4417.63,238.11,122.07,0.63,11
C10381,2606.11,0.26,173.03,72.23,24.33,2654.09,0.33,0.29,0.82,0.76,4,8,4412.25,1792.43,338.17,0.0,12
C10382,4667.62,0.35,3869.21,1782.42,1412.99,159.01,0.71,0.03,0.61,0.18,7,42,6592.23,4275.95,979.38,0.12,10
C10383,1702.23,0.65,782.54,264.29,302.41,49.59,0.6,0.08,0.5,0.14,4,58,4365.84,1933.7,147.56,0.78,12
C10384,1212.1,0.21,1288.79,818.76,458.43,59.69,0.95,0.07,0.49,0.18,18,14,4416.87,867.9,101.5,0.44,10
C10385,1072.97,0.33,219.44,146.16,72.44,1412.71,0.15,0.46,0.75,0.35,16,27,4761.66,1175.0,143.14,0.01,11
C10386,3847.94,0.5,3067.75,1749.57,1265.43,0.0,0.94,0.08,0.21,0.17,18,38,10946.5,3707.62,462.94,0.01,11
C10387,2443.22,0.7,138.8,66.33,56.77,963.35,0.22,0.41,0.61,0.81,15,55,6251.53,2341.0,720.38,0.17,10
C10388,212.07,0.33,92.93,50.71,41.64,75.04,0.34,0.7,0.26,0.04,2,22,1067.82,212.37,11.89,0.07,12
C10389,2107.77,0.66,114.11,59.42,43.05,1499.17,0.03,0.88,0.09,0.42,13,11,4440.0,1808.62,393.78,0.08,12
C10390,1675.34,0.73,1172.48,375.92,284.15,63.39,0.3,0.22,0.55,0.19,9,6,2809.51,1627.62,441.5,0.37,11
C10391,59.5,0.81,0.0,0.0,0.0,72.4,0.2,0.88,0.27,0.02,14,21,,62.79,3.36,0.22,12
C10392,1106.03,0.73,1041.82,586.26,308.63,168.23,0.22,0.98,0.74,0.09,13,49,3829.9,1009.33,208.41,0.43,12
C10393,5201.62,0.4,5093.51,3255.36,729.12,122.82,0.57,0.63,0.65,0.2,13,40,7800.73,2743.62,754.23,0.22,12
C10394,85.99,1.0,22.3,9.89,9.47,215.8,0.78,0.74,0.22,0.11,12,13,1643.25,73.73,8.94,0.04,11
C10395,1353.21,0.91,544.26,341.64,253.16,141.61,0.74,0.48,0.86,0.1,16,59,3663.55,1242.08,147.29,0.79,10
